<ID|readonly|noverify>;<English>
modification/cn_pl12/desc;"Loadout unlocked:
• K/JJ8F:
  • <color=@userlogColoredText>PF11空空导弹发射装置</color> missile launcher:
    • <color=@userlogColoredText>SD10A空空导弹</color> <color=#ff6f00>AAM-ARH</color>
• K/JJ10 (all):
  • <color=@userlogColoredText>PF12空空导弹发射装置</color> missile launcher x2 on dual rack:
    • <color=@userlogColoredText>SD10A空空导弹</color> <color=#ff6f00>AAM-ARH</color>
  • <color=@userlogColoredText>PF12空空导弹发射装置</color> missile launcher on <color=@userlogColoredText>GDJ-6</color> pylon:
    • <color=@userlogColoredText>SD10A空空导弹</color> <color=#ff6f00>AAM-IR</color>
• K/JJ10C:
  • <color=@userlogColoredText>PFT15W空空导弹发射装置</color> missile launcher on <color=@userlogColoredText>ZL4W</color> pylon x2 on dual rack:
    • <color=@userlogColoredText>SD10A空空导弹</color> <color=#ff6f00>AAM-ARH</color>
• K/JJ11B, ␗ 苏30MKK:
  • <color=@userlogColoredText>PF10X空空导弹发射装置</color> missile launcher:
    • <color=@userlogColoredText>SD10A空空导弹</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_sd10;SD10A
modification/cn_sd10/desc;"Loadout unlocked:
• <color=@userlogColoredText>PF12空空导弹发射装置</color> missile launcher x2 on dual rack:
  • <color=@userlogColoredText>SD10A空空导弹</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_ty_90;AKK90
modification/cn_ty_90/desc;"Loadout unlocked:
• <color=@userlogColoredText>PF90空空导弹发射装置</color> missile launcher x4 on quad rack:
  • <color=@userlogColoredText>AKK90空空导弹</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_yj_81k;H/AKJ08
modification/cn_yj_81k/desc;"Loadout unlocked:
• <color=@userlogColoredText>GDJ-49B空舰导弹发射装置</color> pylon:
  • <color=@userlogColoredText>H/AKJ08空舰导弹</color> <color=#ff6f00>AShM-ARH</color>"

modification/cn_cm_502kg;CM502KG
modification/cn_cm_502kg/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>CM502KG轻型近程空面导弹武器系统</color> <color=#ff6f00>AGM-IR</color> x4"

modification/cn_ba_11;BA-11A
modification/cn_ba_11/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>BA-11A型空地导弹</color> <color=#ff6f00>AGM-IR</color> x4"

modification/cn_hj8;AFT08A
modification/cn_hj8/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AFT08A反坦克导弹</color> <color=#ff6f00>AGM-WG</color> x2"

modification/cn_hj8_c;AFT08C
modification/cn_hj8_c/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AFT08C反坦克导弹</color> <color=#ff6f00>AGM-WG</color> x2"

modification/cn_hj8_e;AFT08E
modification/cn_hj8_e/desc;"Loadout unlocked:
• ␗ SA 342 L, Z9W:
  • Pylon:
    • <color=@userlogColoredText>AFT08E反坦克导弹</color> <color=#ff6f00>AGM-WG</color> x2
• Z9WA:
  • Pylon:
    • <color=@userlogColoredText>AFT08E反坦克导弹</color> <color=#ff6f00>AGM-WG</color> x4"

modification/cn_hj8_h;AFT08H
modification/cn_hj8_h/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AFT08H反坦克导弹</color> <color=#ff6f00>AGM-WG</color> x4"

modification/cn_ba_9;AKD09
modification/cn_ba_9/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AKD09空地导弹</color> <color=#ff6f00>AGM-LG</color> x4"

modification/cn_akd_9;AKD09
modification/cn_akd_9/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AKD09空地导弹</color> <color=#ff6f00>AGM-LG</color> x4"

modification/cn_akd_10;AKD10
modification/cn_akd_10/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AKD10空地导弹</color> <color=#ff6f00>AGM-LG</color> x4"

//SENSORS
modification/cn_k_pzs_01;K/PZS-01
modification/cn_k_pzs_01/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>K/PZS01型昼夜瞄准吊舱</color> <color=#ff6f00>TGP-LG/EO</color>"

modification/cn_k_adc03a;K/JDC03A
modification/cn_k_adc03a/desc;"Loadout unlocked:
• K/JJ11B:
  • <color=@userlogColoredText>GDJ-II36</color> pylon on <color=@userlogColoredText>GDJ-III7Z</color> pylon:
    • <color=@userlogColoredText>K/JDC03A型昼夜瞄准吊舱</color> <color=#ff6f00>TGP-LG/EO</color>"
• K/JJH7A (all):
  • Pylon:
    • <color=@userlogColoredText>K/JDC03A型昼夜瞄准吊舱</color> <color=#ff6f00>TGP-LG/EO</color>"

modification/cn_yings_3a;YINGS-IIIA (标配型)
modification/cn_yings_3a/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>YINGS-IIIA昼夜瞄准吊舱 (标配型)</color> <color=#ff6f00>TGP-LG/EO</color>"
