<ID|readonly|noverify>;<English>
modification/cn_type_500_ls_6;500-3型 / 4型 / LS-6/500
modification/cn_type_500_ls_6/desc;"Loadout unlocked:
• 歼10A:
  • <color=@userlogColoredText>GDJ-6</color> pylon:
    • 469 kg <color=@userlogColoredText>500-3型</color> <color=#ff6f00>BMB</color>
    • 508.3 kg <color=@userlogColoredText>500-4型</color> <color=#ff6f00>BMB</color>
    • 630 kg <color=@userlogColoredText>LS-6/500</color> <color=#ff6f00>BMB-LG/GNSS</color>
  • Pylon:
    • 469 kg <color=@userlogColoredText>500-3型</color> <color=#ff6f00>BMB</color>
    • 508.3 kg <color=@userlogColoredText>500-4型</color> <color=#ff6f00>BMB</color>
• 歼11B:
  • Pylon:
    • 469 kg <color=@userlogColoredText>500-3型</color> <color=#ff6f00>BMB</color>
    • 508.3 kg <color=@userlogColoredText>500-4型</color> <color=#ff6f00>BMB</color>
    • 630 kg <color=@userlogColoredText>LS-6/500</color> <color=#ff6f00>BMB-LG/GNSS</color>
• 歼轰7A (all):
  • <color=@userlogColoredText>GDJ-49B</color> pylon:
    • 630 kg <color=@userlogColoredText>LS-6/500</color> <color=#ff6f00>BMB-LG/GNSS</color>
  • Pylon:
    • 469 kg <color=@userlogColoredText>500-3型</color> <color=#ff6f00>BMB</color>
    • 508.3 kg <color=@userlogColoredText>500-4型</color> <color=#ff6f00>BMB</color> x2
    • 630 kg <color=@userlogColoredText>LS-6/500</color> <color=#ff6f00>BMB-LG/GNSS</color> x2"

modification/cn_ls_6_250_ir;LS-6/250 (红外)
modification/cn_ls_6_250_ir/desc;"Loadout unlocked:
• 歼10 (all):
  • <color=@userlogColoredText>GDJ-6</color> pylon:
    • 300 kg <color=@userlogColoredText>LS-6/250 (红外)</color> <color=#ff6f00>BMB-IR/GNSS</color>
• 歼10C:
  • Triple ejector rack:
    • 300 kg <color=@userlogColoredText>LS-6/250 (红外)</color> <color=#ff6f00>BMB-IR/GNSS</color> x2
  • Pylon:
    • 300 kg <color=@userlogColoredText>LS-6/250 (红外)</color> <color=#ff6f00>BMB-IR/GNSS</color>
• 歼11B:
  • Pylon:
    • 300 kg <color=@userlogColoredText>LS-6/250 (红外)</color> <color=#ff6f00>BMB-IR/GNSS</color>
• 歼轰7A (all):
  • <color=@userlogColoredText>GDJ-49B</color> pylon:
    • 300 kg <color=@userlogColoredText>LS-6/250 (红外)</color> <color=#ff6f00>BMB-IR/GNSS</color>
• JF-17 Block I:
  • <color=@userlogColoredText>GDJ-II18A</color> pylon:
    • 300 kg <color=@userlogColoredText>LS-6/250 (红外)</color> <color=#ff6f00>BMB-IR/GNSS</color>
  • <color=@userlogColoredText>GDJ-III25A</color> pylon:
    • 300 kg <color=@userlogColoredText>LS-6/250 (红外)</color> <color=#ff6f00>BMB-IR/GNSS</color>"

//ROCKETS
modification/cn_hf7d;火蛇70
modification/cn_hf7d/desc;"Loadout unlocked:
• <color=@userlogColoredText>HF-7D</color> airborne rocket launcher:
  • <color=@userlogColoredText>火蛇70</color> <color=#ff6f00>RKT</color> x7"

modification/q_5b_type130;130-1型
modification/q_5b_type130/desc;"Loadout unlocked:
• 强5B, 强5L, A5C (2003), 歼7 (all), 歼轰7 (all):
  • <color=@userlogColoredText>HF-14</color> airborne rocket launcher:
    • <color=@userlogColoredText>130-1型</color> <color=#ff6f00>RKT</color> x4
• 歼10A:
  • <color=@userlogColoredText>HF-14</color> airborne rocket launcher on <color=@userlogColoredText>GDJ-6</color> pylon:
    • <color=@userlogColoredText>130-1型</color> <color=#ff6f00>RKT</color> x4"

modification/cn_fire_snake_70a;GR5
modification/cn_fire_snake_70a/desc;"Loadout unlocked:
• <color=@userlogColoredText>火蛇70航空火箭弹集束发射器</color> airborne rocket launcher:
  • <color=@userlogColoredText>GR5</color> <color=#ff6f00>AGM-LG</color> x7"

//MISSILES
modification/j_7_pl5b;K/AKK5B
modification/j_7_pl5b/desc;"Loadout unlocked:
• 歼7D, 歼7E, 歼8 (all):
  • <color=@userlogColoredText>APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5B</color> <color=#ff6f00>AAM-IR</color>
• 歼轰7, 歼轰7A (all):
  • <color=@userlogColoredText>霹发9W</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5B</color> <color=#ff6f00>AAM-IR</color>
• 歼轰7A (all):
  • <color=@userlogColoredText>APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5B</color> <color=#ff6f00>AAM-IR</color>"

modification/cn_pl5c;K/AKK5C
modification/cn_pl5c/desc;"Loadout unlocked:
• 歼轰7, 歼轰7A (all):
  • <color=@userlogColoredText>霹发9W</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5C</color> <color=#ff6f00>AAM-IR</color>
• 歼轰7A (all):
  • <color=@userlogColoredText>APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5C</color> <color=#ff6f00>AAM-IR</color>"

modification/cn_pl5e2;K/AKK5EII
modification/cn_pl5e2/desc;"Loadout unlocked:
• 歼10A:
  • <color=@userlogColoredText>APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5EII</color> <color=#ff6f00>AAM-IR</color>
• 歼轰7, 歼轰7A (all):
  • <color=@userlogColoredText>霹发9W</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5EII</color> <color=#ff6f00>AAM-IR</color>
• 歼轰7A (all):
  • <color=@userlogColoredText>APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5EII</color> <color=#ff6f00>AAM-IR</color>
• JF-17 Block I:
  • <color=@userlogColoredText>APU-13</color> missile launcher on <color=@userlogColoredText>GDJ-II18A</color> pylon:
    • <color=@userlogColoredText>K/AKK5EII</color> <color=#ff6f00>AAM-IR</color>
  • <color=@userlogColoredText>霹发9WA</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5EII</color> <color=#ff6f00>AAM-IR</color>"

modification/j_7_pl7;K/AKK7
modification/j_7_pl7/desc;"Loadout unlocked:
• <color=@userlogColoredText>霹发7</color> missile launcher:
  • <color=@userlogColoredText>K/AKK7</color> <color=#ff6f00>AAM-IR</color>"

modification/cn_pl8b;K/AKK8B
modification/cn_pl8b/desc;"Loadout unlocked:
• 歼10A, 歼10CE:
  • <color=@userlogColoredText>霹发95W</color> missile launcher on <color=@userlogColoredText>GDJ-1</color> pylon:
    • <color=@userlogColoredText>K/AKK8B</color> <color=#ff6f00>AAM-IR</color>
  • <color=@userlogColoredText>霹发95W</color> missile launcher on <color=@userlogColoredText>GDJ-6</color> pylon:
    • <color=@userlogColoredText>K/AKK8B</color> <color=#ff6f00>AAM-IR</color>
• 歼11B, ␗ 苏30MKK:
  • <color=@userlogColoredText>霹发8KZ</color> missile launcher:
    • <color=@userlogColoredText>K/AKK8B</color> <color=#ff6f00>AAM-IR</color>
  • <color=@userlogColoredText>霹发10X</color> missile launcher:
    • <color=@userlogColoredText>K/AKK8B</color> <color=#ff6f00>AAM-IR</color>"

modification/cn_pl12;SD10A
modification/cn_pl12/desc;"Loadout unlocked:
• 歼8F:
  • <color=@userlogColoredText>霹发11</color> missile launcher:
    • <color=@userlogColoredText>SD10A</color> <color=#ff6f00>AAM-ARH</color>
• 歼10A, 歼10CE:
  • <color=@userlogColoredText>霹发12</color> missile launcher x2 on dual rack:
    • <color=@userlogColoredText>SD10A</color> <color=#ff6f00>AAM-ARH</color>
  • <color=@userlogColoredText>霹发12</color> missile launcher on <color=@userlogColoredText>GDJ-6</color> pylon:
    • <color=@userlogColoredText>SD10A</color> <color=#ff6f00>AAM-IR</color>
• 歼10C:
  • <color=@userlogColoredText>PFT15W</color> missile launcher on <color=@userlogColoredText>ZL4W</color> pylon x2 on dual rack:
    • <color=@userlogColoredText>SD10A</color> <color=#ff6f00>AAM-ARH</color>
• 歼11B, ␗ 苏30MKK:
  • <color=@userlogColoredText>霹发10X</color> missile launcher:
    • <color=@userlogColoredText>SD10A</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_sd10;SD10A
modification/cn_sd10/desc;"Loadout unlocked:
• <color=@userlogColoredText>霹发12</color> missile launcher x2 on dual rack:
  • <color=@userlogColoredText>SD10A</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_pl12a;PL12AE
modification/cn_pl12a/desc;"Loadout unlocked:
• 歼10CE, 歼15T:
  • <color=@userlogColoredText>PFT125</color> missile launcher x2 on <color=@userlogColoredText>GDJ-68III</color> dual rack on <color=@userlogColoredText>GDJ-68I</color> pylon:
    • <color=@userlogColoredText>霹雳12AE</color> <color=#ff6f00>AAM-ARH</color> x2
• 歼10CE:
  • <color=@userlogColoredText>PFT125</color> missile launcher on <color=@userlogColoredText>GDJ-6</color> pylon:
    • <color=@userlogColoredText>霹雳12AE</color> <color=#ff6f00>AAM-IR</color>
  • <color=@userlogColoredText>PFT15W</color> missile launcher on <color=@userlogColoredText>ZL4W</color> pylon x2 on dual rack:
    • <color=@userlogColoredText>霹雳12AE</color> <color=#ff6f00>AAM-ARH</color>
• 歼15T:
  • <color=@userlogColoredText>PFT125</color> missile launcher:
    • <color=@userlogColoredText>霹雳12AE</color> <color=#ff6f00>AAM-ARH</color>
  • <color=@userlogColoredText>PFT125</color> missile launcher on <color=@userlogColoredText>GDL-III7Z</color> pylon:
    • <color=@userlogColoredText>霹雳12AE</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_ty_90;AKK90
modification/cn_ty_90/desc;"Loadout unlocked:
• <color=@userlogColoredText>霹发90</color> missile launcher x4 on quad rack:
  • <color=@userlogColoredText>AKK90</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_ba_11;蓝箭-11A
modification/cn_ba_11/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>蓝箭-11A</color> <color=#ff6f00>AGM-IR</color> x4"

modification/cn_h歼8_e;AFT08E
modification/cn_h歼8_e/desc;"Loadout unlocked:
• ␗ SA 342 L, 直9W:
  • Pylon:
    • <color=@userlogColoredText>AFT08E</color> <color=#ff6f00>AGM-WG</color> x2
• 直9WA:
  • Pylon:
    • <color=@userlogColoredText>AFT08E</color> <color=#ff6f00>AGM-WG</color> x4"

//SENSORS
modification/cn_yings_3a;鹰隼-IIIA (标配型)
modification/cn_yings_3a/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>鹰隼-IIIA (标配型)</color> <color=#ff6f00>TGP-LG/EO</color>"
