<ID|readonly|noverify>;<English>
armor_class/glass155;Bulletproof glass 155 mm
armor_class/new_armor_glass22;Bulletproof glass 22 mm
armor_class/new_armor_glass42;Bulletproof glass 42 mm
armor_class/new_armor_glass44;Bulletproof glass 44 mm
armor_class/plexiglas40;Plexiglas 40 mm
armor_class/dural;Dural 1 mm
armor_class/dural5;Dural 5 mm
armor_class/dural6_35;Dural 6.35 mm
armor_class/dural9_5;Dural 9.5 mm
armor_class/dural15_8;Dural 15.8 mm
armor_class/armor_fireplate;Firewall
armor_class/steel;Steel 1 mm
armor_class/armor2;Steel 2 mm
armor_class/armor2_54;Steel 2.54 mm
armor_class/armor3;Steel 3 mm
armor_class/armor4;Steel 4 mm
armor_class/armor4_5;Steel 4.5 mm
armor_class/armor4_7;Steel 4.7 mm
armor_class/armor5;Steel 5 mm
armor_class/armor5_5;Steel 5.5 mm
armor_class/armor6;Steel 6 mm
armor_class/armor6_35;Steel 6.35 mm
armor_class/armor6_5;Steel 6.5 mm
armor_class/armor7;Steel 7 mm
armor_class/armor7_9;Steel 7.9 mm
armor_class/armor8;Steel 8 mm
armor_class/armor8_5;Steel 8.5 mm
armor_class/armor9;Steel 9 mm
armor_class/armor9_5;Steel 9.5 mm
armor_class/armor10;Steel 10 mm
armor_class/armor10_5;Steel 10.5 mm
armor_class/armor11;Steel 11 mm
armor_class/armor11_11;Steel 11.11 mm
armor_class/armor12;Steel 12 mm
armor_class/armor12_5;Steel 12.5 mm
armor_class/armor12_7;Steel 12.7 mm
armor_class/armor13;Steel 13 mm
armor_class/armor13_5;Steel 13.5 mm
armor_class/armor14;Steel 14 mm
armor_class/armor15;Steel 15 mm
armor_class/armor15_8;Steel 15.8 mm
armor_class/armor15_87;Steel 15.87 mm
armor_class/armor16;Steel 16 mm
armor_class/armor16_5;Steel 16.5 mm
armor_class/armor16_9;Steel 16.9 mm
armor_class/armor18;Steel 18 mm
armor_class/armor19_05;Steel 19.05 mm
armor_class/armor20;Steel 20 mm
armor_class/armor21;Steel 21 mm
armor_class/armor22_23;Steel 22.23 mm
armor_class/armor25;Steel 25 mm
armor_class/armor25_5;Steel 25.5 mm
armor_class/armor27;Steel 27 mm
armor_class/armor30;Steel 30 mm
armor_class/armor32;Steel 32 mm
armor_class/armor38;Steel 38 mm
armor_class/armor40;Steel 40 mm
armor_class/armor45;Steel 45 mm
armor_class/armor50;Steel 50 mm
armor_class/armor55;Steel 55 mm
armor_class/armor60;Steel 60 mm
armor_class/armor64;Steel 64 mm
armor_class/armor65;Steel 65 mm
armor_class/armor66;Steel 66 mm
armor_class/armor70;Steel 70 mm
armor_class/armor75;Steel 75 mm
armor_class/armor80;Steel 80 mm
armor_class/armor99;Steel 99 mm
armor_class/armor250;Steel 250 mm
armor_class/alum_alloy6_35;Aluminium Alloy 6.35 mm
armor_class/alum_alloy8;Aluminium Alloy 8 mm
armor_class/alum_alloy10;Aluminium Alloy 10 mm
armor_class/alum_alloy16;Aluminium Alloy 15.875 mm
armor_class/alum_alloy18;Aluminium Alloy 18 mm
armor_class/alum_alloy20;Aluminium Alloy 20 mm
armor_class/alum_alloy36;Aluminium Alloy 36 mm
armor_class/boron_carbide8;Composite - kevlar boron carbide
armor_class/boron_carbide20;Composite - kevlar boron carbide
armor_class/amar_air20;Composite - AMAP-AIR
armor_class/composite16;Composite - alum ceramic
armor_class/composite26;Composite - alum ceramic
armor_class/ceramic16;Ceramic
armor_class/titan10;Titanium Alloy 10 mm
armor_class/titan17;Titanium Alloy 17 mm
armor_class/titan24;Titanium Alloy 24 mm
armor_class/titan38;Titanium Alloy
armor_class/kevlar5;Kevlar
armor_class/ERA_FY_1D1;FY-1D1 <color=#ff6f00>ERA</color>
armor_class/ERA_FY_2;FY-2 <color=#ff6f00>ERA</color>
armor_class/ERA_FY_4;FY-4 <color=#ff6f00>ERA</color>
armor_class/ERA_FY_5;FY-5 <color=#ff6f00>ERA</color>
armor_class/glass_fibre;Fibre-glass
armor_class/ERA_K_V;Kontakt-5 <color=#ff6f00>ERA</color>
armor_class/ERA_Relict;"""Relict"" ERA"
armor_class/ERA_K_I;Kontakt-1 <color=#ff6f00>ERA</color>
armor_class/ERA_Blazer;Baltan <color=#ff6f00>ERA</color>
armor_class/ERA_tank;Integrated ERA
armor_class/ERA_DYNAS;DYNA <color=#ff6f00>ERA</color>
armor_class/armour_aramide_fabric;Spall liner
armor_class/t_90_hull_composite_armour;Composite hull armor
armor_class/t_90_turret_composite_armour;Composite turret armor
armor_class/leopard_2a5_hull_composite_armour;Composite hull armor
armor_class/leopard_2a5_turret_composite_armour;Composite turret armor
armor_class/t_62m_composite_armor;Metal-polymer block
armor_class/leopard_2a5_side_skirts_composite_armour;Composite armor
armor_class/leopard_2a5_turret_nera;External сomposite armor with NERA elements
armor_class/hull_side_special_armor;Composite screen
armor_class/t_90_rubber_fabric_screens;Rubber-fabric screens
armor_class/roof_pro_additional_armor;RoofPRO-P <color=#ff6f00>CMP</color>
armor_class/side_pro_additional_armor;SidePRO-KE/IED <color=#ff6f00>CMP</color>
armor_class/ERA_Nizh;Nìž-1M <color=#ff6f00>ERA</color>
armor_class/ERA_Duplet;Duplyet-2M <color=#ff6f00>ERA</color>
