<ID|readonly|noverify>;<English>
modification/us_2000lb_mk84_gbu31_gbu64_jdam;Mk 84 Mod 0 / GBU-31(V)1/B / 64(V)1/B
modification/us_2000lb_mk84_gbu31_gbu64_jdam/desc;"Loadout unlocked: 893.6 kg <color=@userlogColoredText>Bomb, 2000lb, GP, Mk 84 Mod 0</color> bomb.
Loadout unlocked: 893.6 kg <color=@userlogColoredText>Bomb, Guided, GBU-31(V)1/B Joint Direct Attack Munition</color> GNSS-guided bomb.
Loadout unlocked: 987 kg <color=@userlogColoredText>Bomb, Guided, GBU-64(V)1/B Joint Direct Attack Munition Extended Range</color> GNSS-guided bomb."

//GERMANY BOMBS

//USSR BOMBS
modification/upab_500b_e;UPAB-500B-È
modification/upab_500b_e/desc;"Loadout unlocked:
• <color=@userlogColoredText>Baločnyj dyeržatyel' BD3-USK-B</color> pylon:
  • 505 kg <color=@userlogColoredText>Upravlâyemaâ planiruûŝaâ aviaczionnaâ bomba UPAB-500B-È</color> <color=#ff6f00>BMB-GNSS</color>"

modification/upab_1500_e;UPAB-1500B-È
modification/upab_1500_e/desc;"Loadout unlocked:
• <color=@userlogColoredText>Baločnyj dyeržatyel' BD4-USKM</color> pylon:
  • 1525 kg <color=@userlogColoredText>Upravlâyemaâ planiruûŝaâ aviaczionnaâ bomba UPAB-1500B-È</color> <color=#ff6f00>BMB-GNSS</color>"

modification/su_grom;"Kh-36 ""Grom-È2"""
modification/su_grom/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye katapul'tnoye ustrojstvo AKU-58A</color> pylon:
  • 598 kg <color=@userlogColoredText>Planiruûŝij upravlâyemyj boyepripas Kh-36 ""Grom-È2""</color> <color=#ff6f00>BMB-GNSS</color>"

modification/su_grom_e;"Kh-36 ""Grom-È2"""
modification/su_grom_e/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye katapul'tnoye ustrojstvo AKU-58A</color> pylon:
  • 598 kg <color=@userlogColoredText>Planiruûŝij upravlâyemyj boyepripas Kh-36 ""Grom-È2""</color> <color=#ff6f00>BMB-GNSS</color>"

//UK BOMBS

//JAPAN BOMBS

//CHINA BOMBS
modification/cn_glide_bomb;LS-6/250 / 500
modification/cn_glide_bomb/desc;"Loadout unlocked:
• <color=@userlogColoredText>GDJ-6</color> pylon:
  • 290 kg <color=@userlogColoredText>LS-6 Xíng 250 Gōngjīn Zhìdao Huáxiáng Zhàdàn</color> <color=#ff6f00>BMB-LG/GNSS</color>
  • 630 kg <color=@userlogColoredText>LS-6 Xíng 500 Gōngjīn Zhìdao Huáxiáng Zhàdàn</color> <color=#ff6f00>BMB-LG/GNSS</color>"

modification/cn_ls_6_250_ir;LS-6/250 (Hóngwài)
modification/cn_ls_6_250_ir/desc;"Loadout unlocked:
• K/JJ10 (all):
  • <color=@userlogColoredText>GDJ-6</color> pylon:
    • 300 kg <color=@userlogColoredText>LS-6 Xíng 250 Gōngjīn Zhìdao Huáxiáng Zhàdàn (Hóngwài Daoyintóu)</color> <color=#ff6f00>BMB-LG/GNSS</color>
• K/JJ10C:
  • Triple ejector rack:
    • 300 kg <color=@userlogColoredText>LS-6 Xíng 250 Gōngjīn Zhìdao Huáxiáng Zhàdàn (Hóngwài Daoyintóu)</color> <color=#ff6f00>BMB-LG/GNSS</color> x2
  • Pylon:
    • 300 kg <color=@userlogColoredText>LS-6 Xíng 250 Gōngjīn Zhìdao Huáxiáng Zhàdàn (Hóngwài Daoyintóu)</color> <color=#ff6f00>BMB-LG/GNSS</color>
• K/JJ11B:
  • Pylon:
    • 300 kg <color=@userlogColoredText>LS-6 Xíng 250 Gōngjīn Zhìdao Huáxiáng Zhàdàn (Hóngwài Daoyintóu)</color> <color=#ff6f00>BMB-LG/GNSS</color>
• K/JJH7A (all):
  • <color=@userlogColoredText>GDJ-49B</color> pylon:
    • 300 kg <color=@userlogColoredText>LS-6 Xíng 250 Gōngjīn Zhìdao Huáxiáng Zhàdàn (Hóngwài Daoyintóu)</color> <color=#ff6f00>BMB-LG/GNSS</color>"

modification/cn_gb_laser_bomb;GB3 / 1000 / K/YJG500
modification/cn_gb_laser_bomb/desc;"Loadout unlocked:
• <color=@userlogColoredText>GDJ-6</color> pylon:
  • 260 kg <color=@userlogColoredText>GB3 Xíng 250 Gōngjīn Jīguāng Wèixīng Zhìdao Zhàdàn</color> <color=#ff6f00>BMB-LG/GNSS</color>
  • 570 kg <color=@userlogColoredText>K/YJG500 Xíng 500 Gōngjīn Jīguāng Zhìdao Zhàdàn</color> <color=#ff6f00>BMB-LG</color>
  • 1090 kg <color=@userlogColoredText>GB1000 Xíng 1000 Gōngjīn Jīguāng Wèixīng Zhìdao Zhàdàn</color> <color=#ff6f00>BMB-LG/GNSS</color>
• Pylon:
  • 260 kg <color=@userlogColoredText>GB3 Xíng 250 Gōngjīn Jīguāng Wèixīng Zhìdao Zhàdàn</color> <color=#ff6f00>BMB-LG/GNSS</color>"

modification/cn_sns_bomb;GB250
modification/cn_sns_bomb/desc;"Loadout unlocked:
• Triple ejector rack:
  • 260.816 kg <color=@userlogColoredText>GB250 Xíng 250 Gōngjīn Jīguāng Wèixīng Zhìdao Zhàdàn</color> <color=#ff6f00>BMB-LG/GNSS</color> x3
• <color=@userlogColoredText>GDJ-6</color> pylon:
  • 260.816 kg <color=@userlogColoredText>GB250 Xíng 250 Gōngjīn Jīguāng Wèixīng Zhìdao Zhàdàn</color> <color=#ff6f00>BMB-LG/GNSS</color>
• Pylon:
  • 260.816 kg <color=@userlogColoredText>GB250 Xíng 250 Gōngjīn Jīguāng Wèixīng Zhìdao Zhàdàn</color> <color=#ff6f00>BMB-LG/GNSS</color>"

//ITALY BOMBS

//FRANCE BOMBS

//SWEDEN BOMBS

//ISRAEL BOMBS
modification/il_spice_2000_gbu31_jdam;SPICE 2000 / GBU-31(V)1/B / 64(V)1/B
modification/il_spice_2000_gbu31_jdam/desc;"Loadout unlocked: 970 kg <color=@userlogColoredText>SPICE 2000</color> electro-optically-guided bomb.
Loadout unlocked: 893.6 kg <color=@userlogColoredText>Bomb, Guided, GBU-31(V)1/B Joint Direct Attack Munition</color> GNSS-guided bomb.
Loadout unlocked: 987 kg <color=@userlogColoredText>Bomb, Guided, GBU-64(V)1/B Joint Direct Attack Munition Extended Range</color> GNSS-guided bomb."

//UNCATEGORIZED BOMBS

//MINES

//USA ROCKETS

//GERMANY ROCKETS

//USSR ROCKETS

//UK ROCKETS

//JAPAN ROCKETS

//CHINA ROCKETS
modification/j_7_hf5;S-5K
modification/j_7_hf5/desc;"Loadout unlocked:
• <color=@userlogColoredText>HF-5 Fāshèqì</color> launcher:
  • <color=@userlogColoredText>Nyeupravlâyemaâ aviaczionnaâ rakyeta S-5K</color> <color=#ff6f00>RKT</color> x32"

modification/cn_q5_hf6;90-1 Xíng (Pò Jia)
modification/cn_q5_hf6/desc;"Loadout unlocked:
• <color=@userlogColoredText>HF-7 Fāshèqì</color> launcher:
  • <color=@userlogColoredText>90 Háomi 1 Xíng Hángkōng Huojiàn Pò Jia Dàn</color> <color=#ff6f00>RKT</color> x7"

modification/cn_hf7a;90-1 Xíng (Pò Jia)
modification/cn_hf7a/desc;"Loadout unlocked:
• <color=@userlogColoredText>HF-7 Fāshèqì</color> launcher:
  • <color=@userlogColoredText>90 Háomi 1 Xíng Hángkōng Huojiàn Pò Jia Dàn</color> <color=#ff6f00>RKT</color> x7"

modification/q_5b_type130;130-1 Xíng
modification/q_5b_type130/desc;"Loadout unlocked:
• <color=@userlogColoredText>HF-14 Fāshèqì</color> launcher:
  • <color=@userlogColoredText>130 Háomi 1 Xíng Hángkōng Huojiàn Shāshāng Bàopò Dàn</color> <color=#ff6f00>RKT</color> x4"

modification/cn_hf27;S-5K
modification/cn_hf27/desc;"Loadout unlocked:
• <color=@userlogColoredText>HF-27 Fāshèqì</color> launcher:
  • <color=@userlogColoredText>Nyeupravlâyemaâ aviaczionnaâ rakyeta S-5K</color> <color=#ff6f00>RKT</color> x7"

modification/cn_hf7d;火蛇70
modification/cn_hf7d/desc;"Loadout unlocked:
• <color=@userlogColoredText>HF-7D Fāshèqì</color> launcher:
  • <color=@userlogColoredText>FS70 Hángkōng Huojiàndàn</color> <color=#ff6f00>RKT</color> x7"

modification/cn_fire_snake_70a;GR5
modification/cn_fire_snake_70a/desc;"Loadout unlocked:
• <color=@userlogColoredText>FS70 Hángkōng Huojiàndàn Jíshù Fashèqì</color> launcher:
  • <color=@userlogColoredText>GR5 Hángkōng Zhìdao Huojiàndàn</color> <color=#ff6f00>AGM-LG</color> x7"

modification/cn_fire_snake_90a;BRM1
modification/cn_fire_snake_90a/desc;"Loadout unlocked:
• <color=@userlogColoredText>HF-20 Fāshèqì</color> launcher:
  • <color=@userlogColoredText>BRM1 Xíng 90 Háomi Hángkōng Zhìdao Huojiàndàn</color> <color=#ff6f00>AGM-LG</color> x16"

//ITALY ROCKETS
modification/uk_hvar;HVAR
modification/uk_hvar/desc;"Loadout unlocked:
• <color=@userlogColoredText>GB900-20-36</color> pylon:
  • <color=@userlogColoredText>Rocket Motor, 5-inch HVAR</color> <color=#ff6f00>RKT</color>"

//FRANCE ROCKETS

//SWEDEN ROCKETS

//ISRAEL ROCKETS

//UNCATEGORIZED ROCKETS

//USA MISSILES
modification/us_aim_4f;AIM-4F
modification/us_aim_4f/desc;Loadout unlocked: <color=@userlogColoredText>Air-Launched, Intercept-Aerial, Guided Missile, AIM-4F Super Falcon</color> semi-active radar-homing air-to-air missile.
modification/us_aim_4g;AIM-4G
modification/us_aim_4g/desc;Loadout unlocked: <color=@userlogColoredText>Air-Launched, Intercept-Aerial, Guided Missile, AIM-4G Super Falcon</color> infrared-guided air-to-air missile.
modification/us_aim_9n;AIM-9N
modification/us_aim_9n/desc;Loadout unlocked: <color=@userlogColoredText>Air-Launched, Intercept-Aerial, Guided Missile, AIM-9N Sidewinder</color> infrared-guided air-to-air missile.
modification/us_aim_120c;AIM-120C-5
modification/us_aim_120c/desc;Allows the installation of <color=@userlogColoredText>Air-Launched, Intercept-Aerial, Guided Missile, AIM-120C-5 AMRAAM</color> active radar homing air-to-air missile.
modification/us_agm_179;JAGM-MR (SAL)
modification/us_agm_179/desc;Loadout unlocked: <color=@userlogColoredText>Lockheed Martin Corporation Joint Air-to-Ground Missile-Medium Range (SAL)</color> semi-active laser-homing air-to-ground missile.
modification/us_agm_179_ir;AGM-179 (IR)
modification/us_agm_179_ir/desc;Loadout unlocked: <color=@userlogColoredText>Lockheed Martin Corporation Joint Air-to-Ground Missile-Medium Range (IR)</color> infrared-guided air-to-ground missile.

//GERMANY MISSILES
modification/sws_flz_lwf_63_75;Flz Lwf 63/75
modification/sws_flz_lwf_63_75/desc;"Loadout unlocked: <color=@userlogColoredText>Flugzeug Lenkwaffe Luft-Luft 63/75 ""SIWA""</color> infrared-guided air-to-air missile."
modification/sws_flz_lwf_ll_64;Flz Lwf LL 64/79
modification/sws_flz_lwf_ll_64/desc;"Loadout unlocked: <color=@userlogColoredText>Flugzeug Lenkwaffe Luft-Luft 64/79 ""FALCO""</color> semi-active radar homing air-to-air missile."
modification/flz_lwf_lb_66;Flz Lwf LB 66
modification/flz_lwf_lb_66/desc;"Loadout unlocked: <color=@userlogColoredText>Flugzeug Lenkwaffe Luft-Boden 66 ""NORAS""</color> radio-guided air-to-ground missile."

//USSR MISSILES
modification/mig_25_r_40rd;R-40RD
modification/mig_25_r_40rd/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-84-46</color> pylon:
  • <color=@userlogColoredText>Aviaczionnaâ upravlâyemaâ rakyeta R-40RD</color> <color=#ff6f00>AAM-SARH</color>"

modification/mig_25_r_40td;R-40TD
modification/mig_25_r_40td/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-84-46</color> pylon:
  • <color=@userlogColoredText>Aviaczionnaâ upravlâyemaâ rakyeta R-40TD</color> <color=#ff6f00>AAM-IR</color>"

modification/su_rvv_sd;RVV-SD
modification/su_rvv_sd/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye katapul'tnoye ustrojstvo AKU-170Ye</color> pylon:
  • <color=@userlogColoredText>Aviaczionnaâ upravlâyemaâ rakyeta RVV-SD</color> <color=#ff6f00>AAM-ARH</color>"

modification/su_x29te_x59m;Kh-29TÈ / 59M
modification/su_x29te_x59m/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye katapul'tnoye ustrojstvo AKU-58-1</color> pylon:
  • <color=@userlogColoredText>Upravlâyemaâ rakyeta Kh-29TÈ</color> <color=#ff6f00>AGM-EO</color>
  • <color=@userlogColoredText>Upravlâyemaâ rakyeta Kh-59M</color> <color=#ff6f00>AGM-TV</color>"

modification/su_x38ml_e;Kh-38MLÈ
modification/su_x38ml_e/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye katapul'tnoye ustrojstvo AKU-58-1</color> pylon:
  • <color=@userlogColoredText>Upravlâyemaâ rakyeta Kh-38MLÈ</color> <color=#ff6f00>AGM-LG/GNSS</color>"

modification/su_x38mt_e;Kh-38MTÈ
modification/su_x38mt_e/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye katapul'tnoye ustrojstvo AKU-58-1</color> pylon:
  • <color=@userlogColoredText>Upravlâyemaâ rakyeta Kh-38MTÈ</color> <color=#ff6f00>AGM-IR/GNSS</color>"

modification/su_lmur;Kh-39
modification/su_lmur/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-L</color> pylon:
  • <color=@userlogColoredText>Lyegkaâ mnogoczyelyevaâ upravlâyemaâ rakyeta Kh-39</color> <color=#ff6f00>AGM-IR/GNSS</color> x2"

modification/su_kh_59;Kh-59MÈ
modification/su_kh_59/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye katapul'tnoye ustrojstvo AKU-58-1</color> pylon:
  • <color=@userlogColoredText>Upravlâyemaâ rakyeta Kh-59MÈ</color> <color=#ff6f00>AGM-TV</color>"

//UK MISSILES

//JAPAN MISSILES

//CHINA MISSILES
modification/mig_19_pl2;K/AKK2
modification/mig_19_pl2/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-13</color> missile launcher:
  • <color=@userlogColoredText>K/AKK2 Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>"

modification/j_7_pl5b;K/AKK5B
modification/j_7_pl5b/desc;"Loadout unlocked:
• K/JJ7D, K/JJ7E, K/JJ8 (all):
  • <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5B Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
• H/JJH7, K/JJH7A (all):
  • <color=@userlogColoredText>PF9W Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5B Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
• K/JJH7A (all):
  • <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5B Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>"

modification/cn_pl5c;K/AKK5C
modification/cn_pl5c/desc;"Loadout unlocked:
• H/JJH7, K/JJH7A (all):
  • <color=@userlogColoredText>PF9W Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5C Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
• K/JJH7A (all):
  • <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5C Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>"

modification/cn_pl5e2;K/AKK5EII
modification/cn_pl5e2/desc;"Loadout unlocked:
• K/JJ10A:
  • <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5EII Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
• H/JJH7, K/JJH7A (all):
  • <color=@userlogColoredText>PF9W Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5EII Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
• K/JJH7A (all):
  • <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-13</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5EII Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
• JF-17 Block I:
  • <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-13</color> missile launcher on <color=@userlogColoredText>GDJ-II18A</color> pylon:
    • <color=@userlogColoredText>K/AKK5EII Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
  • <color=@userlogColoredText>PF9WA Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher:
    • <color=@userlogColoredText>K/AKK5EII Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>"

modification/j_7_pl7;K/AKK7
modification/j_7_pl7/desc;"Loadout unlocked:
• <color=@userlogColoredText>PF7 Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher:
  • <color=@userlogColoredText>K/AKK7 Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>"

modification/cn_pl8;K/AKK8
modification/cn_pl8/desc;"Loadout unlocked:
• <color=@userlogColoredText>Aviaczionnoye puskovoye ustrojstvo APU-13</color> missile launcher:
  • <color=@userlogColoredText>K/AKK8 Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>"

modification/cn_pl8b;K/AKK8B
modification/cn_pl8b/desc;"Loadout unlocked:
• K/JJ10 (all):
  • <color=@userlogColoredText>PF95W Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher on <color=@userlogColoredText>GDJ-1</color> pylon:
    • <color=@userlogColoredText>K/AKK8B Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
  • <color=@userlogColoredText>PF95W Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher on <color=@userlogColoredText>GDJ-6</color> pylon:
    • <color=@userlogColoredText>K/AKK8B Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
• K/JJ11B, ␗ 苏30MKK:
  • <color=@userlogColoredText>PF8KZ Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher:
    • <color=@userlogColoredText>K/AKK8B Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
  • <color=@userlogColoredText>PF10X Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher:
    • <color=@userlogColoredText>K/AKK8B Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>"

modification/cn_pl12;SD10A
modification/cn_pl12/desc;"Loadout unlocked:
• K/JJ8F:
  • <color=@userlogColoredText>霹发11 Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher:
    • <color=@userlogColoredText>SD10A Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-ARH</color>
• K/JJ10 (all):
  • <color=@userlogColoredText>霹发12 Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher x2 on dual rack:
    • <color=@userlogColoredText>SD10A Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-ARH</color>
  • <color=@userlogColoredText>霹发12 Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher on <color=@userlogColoredText>GDJ-6</color> pylon:
    • <color=@userlogColoredText>SD10A Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-IR</color>
• K/JJ10C:
  • <color=@userlogColoredText>霹发T15W Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher on <color=@userlogColoredText>ZL4W</color> pylon x2 on dual rack:
    • <color=@userlogColoredText>SD10A Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-ARH</color>
• K/JJ11B, ␗ 苏30MKK:
  • <color=@userlogColoredText>霹发10X Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher:
    • <color=@userlogColoredText>SD10A Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_sd10;SD10A
modification/cn_sd10/desc;"Loadout unlocked:
• <color=@userlogColoredText>PF12 Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher x2 on dual rack:
  • <color=@userlogColoredText>SD10A Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_ty_90;AKK90
modification/cn_ty_90/desc;"Loadout unlocked:
• <color=@userlogColoredText>PF90 Kōngkōng Daodàn Fāshè Zhuāngzhì</color> missile launcher x4 on quad rack:
  • <color=@userlogColoredText>AKK90 Kōng Kōng Daodàn</color> <color=#ff6f00>AAM-ARH</color>"

modification/cn_yj_81k;H/AKJ08
modification/cn_yj_81k/desc;"Loadout unlocked:
• <color=@userlogColoredText>GDJ-49B Kōng Jiàn Daodàn Fāshè Zhuāngzhì</color> pylon:
  • <color=@userlogColoredText>H/AKJ08 Kōng Jiàn Daodàn</color> <color=#ff6f00>AShM-ARH</color>"

modification/cn_cm_502kg;CM502KG
modification/cn_cm_502kg/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>CM502KG Qīngxíng Jìn Chéng Kōng Miàn Daodàn Wuqì Xìtong</color> <color=#ff6f00>AGM-IR</color> x4"

modification/cn_ba_11;BA-11A
modification/cn_ba_11/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>BA-11A Xíng Kòng Dì Daodàn</color> <color=#ff6f00>AGM-IR</color> x4"

modification/cn_hj8;AFT08A
modification/cn_hj8/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AFT08A Fan Tankè Daodàn</color> <color=#ff6f00>AGM-WG</color> x2"

modification/cn_hj8_c;AFT08C
modification/cn_hj8_c/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AFT08C Fan Tankè Daodàn</color> <color=#ff6f00>AGM-WG</color> x2"

modification/cn_hj8_e;AFT08E
modification/cn_hj8_e/desc;"Loadout unlocked:
• ␗ SA 342 L, Z9W:
  • Pylon:
    • <color=@userlogColoredText>AFT08E Fan Tankè Daodàn</color> <color=#ff6f00>AGM-WG</color> x2
• Z9WA:
  • Pylon:
    • <color=@userlogColoredText>AFT08E Fan Tankè Daodàn</color> <color=#ff6f00>AGM-WG</color> x4"

modification/cn_hj8_h;AFT08H
modification/cn_hj8_h/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AFT08H Fan Tankè Daodàn</color> <color=#ff6f00>AGM-WG</color> x4"

modification/cn_ba_9;AKD09
modification/cn_ba_9/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AKD09 Kòng Dì Daodàn</color> <color=#ff6f00>AGM-LG</color> x4"

modification/cn_akd_9;AKD09
modification/cn_akd_9/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AKD09 Kòng Dì Daodàn</color> <color=#ff6f00>AGM-LG</color> x4"

modification/cn_akd_10;AKD10
modification/cn_akd_10/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>AKD10 Kòng Dì Daodàn</color> <color=#ff6f00>AGM-LG</color> x4"

//ITALY MISSILES

//FRANCE MISSILES

//SWEDEN MISSILES

//ISRAEL MISSILES

//USA SENSORS
modification/laser_rangefinder_lws_sep;LWS / LR
modification/laser_rangefinder_lws_sep/desc;"System unlocked:
• <color=@userlogColoredText>Laser warning reciever</color>
• <color=@userlogColoredText>Laser rangefilder</color>"

//GERMANY SENSORS

//USSR SENSORS

//UK SENSORS

//JAPAN SENSORS
modification/sniper_atp_pod;AN/AAQ-33
modification/sniper_atp_pod/desc;Loadout unlocked: <color=@userlogColoredText>AN/AAQ-33 Sniper Advanced Targeting Pod</color> laser/electro-optical targeting pod.
modification/us_sniper_pod;AN/AAQ-33
modification/us_sniper_pod/desc;Loadout unlocked: <color=@userlogColoredText>AN/AAQ-33 Sniper Advanced Targeting Pod</color> laser/electro-optical targeting pod.

//CHINA SENSORS
modification/cn_k_pzs_01;K/PZS-01
modification/cn_k_pzs_01/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>K/PZS01 Xíng Zhòuyè Miáozhun Diào Cāng</color> <color=#ff6f00>TGP-LG/EO</color>"

modification/cn_k_adc03a;K/JDC03A
modification/cn_k_adc03a/desc;"Loadout unlocked:
• K/JJ11B:
  • <color=@userlogColoredText>GDJ-II36</color> pylon on <color=@userlogColoredText>GDJ-III7Z</color> pylon:
    • <color=@userlogColoredText>K/JDC03A Xíng Zhòuyè Miáozhun Diào Cāng</color> <color=#ff6f00>TGP-LG/EO</color>"
• K/JJH7A (all):
  • Pylon:
    • <color=@userlogColoredText>K/JDC03A Xíng Zhòuyè Miáozhun Diào Cāng</color> <color=#ff6f00>TGP-LG/EO</color>"

modification/tr_aselpod;ASELPOD
