<ID|readonly|noverify>;<English>
ki_43_1_shop;キ43-I丙
ki_43_1_0;中島飛行機 | 1式戦闘機1型丙 | キ43-I丙「隼」
ki_43_1_1;キ43-I
ki_43_1_2;キ43
ki_43_2_shop;キ43-II甲
ki_43_2_0;中島飛行機 | 1式戦闘機2型甲 | キ43-II甲「隼」
ki_43_2_1;キ43-II
ki_43_2_2;キ43
ki_43_3_otsu_shop;キ43-III乙
ki_43_3_otsu_0;中島飛行機 / 立川飛行機 | 1式戦闘機3型乙 | キ43-III乙「隼」
ki_43_3_otsu_1;キ43-III
ki_43_3_otsu_2;キ43
ki-45_tei_shop;キ45改丙 (丁)
ki-45_tei_0;川崎航空機工業 | 2式複座戦闘機丙 | キ45改丙「屠龍」(丁装備)
ki-45_tei_1;キ45改
ki-45_tei_2;キ45
ki-45_otsu_shop;キ45改乙
ki-45_otsu_0;川崎航空機工業 | 2式複座戦闘機乙 | キ45改乙「屠龍」
ki-45_otsu_1;キ45改
ki-45_otsu_2;キ45
ki-45_ko_shop;キ45改甲
ki-45_ko_0;川崎航空機工業 | 2式複座戦闘機甲 | キ45改甲「屠龍」
ki-45_ko_1;キ45改
ki-45_ko_2;キ45
ki-45_ko_tei_shop;キ45改甲
ki-45_ko_tei_0;川崎航空機工業 | 2式複座戦闘機甲 | キ45改甲「屠龍」(丁装備)
ki-45_ko_tei_1;キ45改
ki-45_ko_tei_2;キ45
ki-45_hei_shop;キ45改丙
ki-45_hei_0;川崎航空機工業 | 2式複座戦闘機丙 | キ45改丙「屠龍」
ki-45_hei_1;キ45改
ki-45_hei_2;キ45
ki-45_hei_tei_shop;キ45改丙 (丁)
ki-45_hei_tei_0;川崎航空機工業 | 2式複座戦闘機丙 | キ45改丙「屠龍」(丁装備)
ki-45_hei_tei_1;キ45改
ki-45_hei_tei_2;キ45
ki_109_shop;キ109
ki_109_0;三菱重工業 | キ109
ki_109_1;キ109
ki_109_2;キ109
b5n2_shop;B5N2
b5n2_0;中島飛行機 | 97式艦上攻撃機12型 | B5N2
b5n2_1;B5N2
b5n2_2;B5N
d3a1_shop;D3A1
d3a1_0;愛知航空機 | 99式艦上爆撃機11型 | D3A1
d3a1_1;D3A1
d3a1_2;D3A
b6n1_shop;B6N1
b6n1_0;中島飛行機 | 天山11型 | B6N1
b6n1_1;B6N1
b6n1_2;B6N
b6n2_shop;B6N2
b6n2_0;中島飛行機 | 天山12型 | B6N2
b6n2_1;B6N2
b6n2_2;B6N
b6n2a_shop;B6N2甲
b6n2a_0;中島飛行機 | 天山12型甲 | B6N2甲
b6n2a_1;B6N2
b6n2a_2;B6N
ki_32_shop;キ32
ki_32_0;川崎航空機工業 | 98式軽爆撃機 | キ32
ki_32_1;キ32
ki_32_2;キ32
ki_21_1ko_shop;キ21-I甲
ki_21_1ko_0;三菱重工業 | 97式重爆撃機1型甲 | キ21-I甲
ki_21_1ko_1;キ21-I
ki_21_1ko_2;キ21
ki_21_1hei_shop;キ21-I丙
ki_21_1hei_0;三菱重工業 | 97式重爆撃機1型丙 | キ21-I丙
ki_21_1hei_1;キ21-I
ki_21_1hei_2;キ21
h6k4_shop;H6K4
h6k4_0;川西航空機 | 97式飛行艇22型 | H6K4
h6k4_1;H6K4
h6k4_2;H6K
//AIRCRAFT - VEHICLE/FAMILY START: RANK 2
a6m2_n_zero_shop;A6M2-N
a6m2_n_zero_0;中島飛行機 | 2式水上戦闘機 | A6M2-N
a6m2_n_zero_1;A6M2-N
a6m2_n_zero_2;A6M
a6m2_mod11_shop;A6M2 (11型)
a6m2_mod11_0;三菱重工業 | 0式艦上戦闘機11型 | A6M2「零戦」
a6m2_mod11_1;A6M2
a6m2_mod11_2;A6M
a6m2_zero_shop;A6M2 (21型)
a6m2_zero_0;三菱重工業 | 0式艦上戦闘機21型 | A6M2「零戦」
a6m2_zero_1;A6M2
a6m2_zero_2;A6M
a6m3_zero_shop;A6M3 (32型)
a6m3_zero_0;三菱重工業 | 0式艦上戦闘機32型 | A6M3「零戦」
a6m3_zero_1;A6M3
a6m3_zero_2;A6M
a6m3_mod22_shop;A6M3 (22型)
a6m3_mod22_0;三菱重工業 | 0式艦上戦闘機22型 | A6M3「零戦」
a6m3_mod22_1;A6M3
a6m3_mod22_2;A6M
a6m3_mod22ko_shop;A6M3甲
a6m3_mod22ko_0;三菱重工業 | 0式艦上戦闘機22型甲 | A6M3甲「零戦」
a6m3_mod22ko_1;A6M3
a6m3_mod22ko_2;A6M
a6m5_zero_shop;A6M5
a6m5_zero_0;三菱重工業 | 0式艦上戦闘機52型 | A6M5「零戦」
a6m5_zero_1;A6M5
a6m5_zero_2;A6M
a6m5ko_shop;A6M5甲
a6m5ko_0;三菱重工業 | 0式艦上戦闘機52型甲 | A6M5甲「零戦」
a6m5ko_1;A6M5
a6m5ko_2;A6M
a6m5otsu_shop;A6M5乙
a6m5otsu_0;三菱重工業 | 0式艦上戦闘機52型乙 | A6M5乙「零戦」
a6m5otsu_1;A6M5
a6m5otsu_2;A6M
a6m5hei_shop;A6M5丙
a6m5hei_0;三菱重工業 | 0式艦上戦闘機52型丙 | A6M5丙「零戦」
a6m5hei_1;A6M5
a6m5hei_2;A6M
a6m6c_shop;A6M6
a6m6c_0;三菱重工業 | 0式艦上戦闘機53型 | A6M6「零戦」
a6m6c_1;A6M6
a6m6c_2;A6M
n1k1_kyuofu_shop;N1K1
n1k1_kyuofu_0;川西航空機 | 強風 | N1K1
n1k1_kyuofu_1;N1K1
n1k1_kyuofu_2;N1K
n1k1_ja_shop;N1K1-J
n1k1_ja_0;川西航空機 | 紫電11型 | N1K1-J
n1k1_ja_1;N1K1
n1k1_ja_2;N1K
n1k2_j_shop;N1K2-J
n1k2_j_0;川西航空機 | 紫電12型 | N1K2-J
n1k2_j_1;N1K2
n1k2_j_2;N1K
n1k2_jko_shop;N1K2-J甲
n1k2_jko_0;川西航空機 | 紫電12型甲 | N1K2-J甲
n1k2_jko_1;N1K2
n1k2_jko_2;N1K
ki_44_1_shop;キ44-I
ki_44_1_0;中島飛行機 | 2式戦闘機1型 | キ44-I「鍾馗」
ki_44_1_1;キ44-I
ki_44_1_2;キ44
ki_44_1_ep_shop;キ44-I (第47中隊)
ki_44_1_ep_0;中島飛行機 | 2式戦闘機1型 | キ44-I「鍾馗」(独立飛行第47中隊)
ki_44_1_ep_1;キ44-I
ki_44_1_ep_2;キ44
ki_44_2_otsu_shop;キ44-II乙
ki_44_2_otsu_0;中島飛行機 | 2式戦闘機2型乙 | キ44-II乙「鍾馗」
ki_44_2_otsu_1;キ44-II
ki_44_2_otsu_2;キ44
ki_44_2_hei_shop;キ44-II丙
ki_44_2_hei_0;中島飛行機 | 2式戦闘機2型丙 | キ44-II丙「鍾馗」
ki_44_2_hei_1;キ44-II
ki_44_2_hei_2;キ44
ki_61_1a_ko_shop;キ61-I甲
ki_61_1a_ko_0;川崎航空機 | 3式戦闘機1型甲 | キ61-I甲「飛燕」
ki_61_1a_ko_1;キ61-I
ki_61_1a_ko_2;キ61
ki_61_1a_ko_shop;キ61-I甲
ki_61_1a_ko_0;川崎航空機 | 3式戦闘機1型甲 | キ61-I甲「飛燕」
ki_61_1a_ko_1;キ61-I
ki_61_1a_ko_2;キ61
ki_61_1a_otsu_shop;キ61-I乙
ki_61_1a_otsu_0;川崎航空機 | 3式戦闘機1型乙 | キ61-I乙「飛燕」
ki_61_1a_otsu_1;キ61-I
ki_61_1a_otsu_2;キ61
ki_61_1a_hei_shop;キ61-I丙
ki_61_1a_hei_0;川崎航空機 | 3式戦闘機1型丙 | キ61-I丙「飛燕」
ki_61_1a_hei_1;キ61-I
ki_61_1a_hei_2;キ61
ki_61_1a_hei_ep_shop;多田のキ61-I丙
ki_61_1a_hei_ep_0;川崎航空機 | 多田武一の3式戦闘機1型丙 | キ61-I丙「飛燕」
ki_61_1a_hei_ep_1;キ61-I
ki_61_1a_hei_ep_2;キ61
ki_61_1a_tei_shop;キ61-I丁
ki_61_1a_tei_0;川崎航空機 | 3式戦闘機1型丁 | キ61-I丁「飛燕」
ki_61_1a_tei_1;キ61-I
ki_61_1a_tei_2;キ61
ki_61_2_early_shop;キ61-II改甲
ki_61_2_early_0;川崎航空機 | 3式戦闘機2型改甲 | キ61-II改甲「飛燕」
ki_61_2_early_1;キ61-II
ki_61_2_early_2;キ61
