<ID|readonly|noverify>;<English>
il_magach_3_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M48 A3 קנט | (ןטלב) 3 חגמ קנט
il_magach_3_1;3 חגמ
il_magach_3_2;MBT
us_magach_3_shop;(ןטלב) 3 חגמ ▃
us_magach_3_0;▃ 7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M48 A3 קנט | (ןטלב) 3 חגמ קנט
us_magach_3_1;3 חגמ ▃
us_magach_3_2;MBT
il_magach_6_shop;6 חגמ
il_magach_6_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M60 קנט | 6 חגמ קנט
il_magach_6_1;6 חגמ
il_magach_6_2;MBT
il_magach_6a_shop;א 6 חגמ
il_magach_6a_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M60 A1 קנט | א 6 חגמ קנט
il_magach_6a_1;א 6 חגמ
il_magach_6a_2;MBT
il_magach_5_shop;5 חגמ
il_magach_5_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M48 A5 קנט | 5 חגמ קנט
il_magach_5_1;5 חגמ
il_magach_5_2;MBT
il_magach_6r_shop;ר 6 חגמ
il_magach_6r_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M60 קנט | ר 6 חגמ קנט
il_magach_6r_1;ר 6 חגמ
il_magach_6r_2;MBT
il_magach_6b_shop;ב 6 חגמ
il_magach_6b_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M60 A1 E2 קנט | ב 6 חגמ קנט
il_magach_6b_1;ב 6 חגמ
il_magach_6b_2;MBT
il_magach_6_rocket_shop;(M261) 6 חגמ
il_magach_6_rocket_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M60 קנט | (M261 19-Round Lightweight Launcher) 6 חגמ קנט
il_magach_6_rocket_1;6 חגמ
il_magach_6_rocket_2;MBT
il_magach_6m_shop;ח״דט מ 6 חגמ
il_magach_6m_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M60 קנט | ח״דט מ 6 חגמ קנט
il_magach_6m_1;ח״דט מ 6 חגמ
il_magach_6m_2;MBT
il_magach_6c_shop;ג 6 חגמ
il_magach_6c_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M60 A3 קנט | ג 6 חגמ קנט
il_magach_6c_1;ג 6 חגמ
il_magach_6c_2;MBT
il_magach_6b_gal_batash_shop;ש״טב לג ב 6 חגמ
il_magach_6b_gal_batash_0;ןיבלס לעפמ תיאבצה היישעתה / Chrysler Defense | ש״טב לג ב 6 חגמ
il_magach_6b_gal_batash_1;ב 6 חגמ
il_magach_6b_gal_batash_2;MBT
il_magach_7c_shop;ג 7 חגמ
il_magach_7c_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | ג 7 חגמ קנט
il_magach_7c_1;ג 7 חגמ
il_magach_7c_2;MBT
il_magach_6b_gal_shop;לג ב 6 חגמ
il_magach_6b_gal_0;7000 הקזחאו םוקיש זכרמ / Chrysler Defense | M60 A1 E2 קנט | לג ב 6 חגמ קנט
il_magach_6b_gal_1;ב 6 חגמ
il_magach_6b_gal_2;MBT
il_aml_90_shop;90 למא 
il_aml_90_0; Panhard | 90 למא תינוירש
il_aml_90_1;90 למא 
il_aml_90_2;Light Tank
il_centurion_mk_5_shot_shop;5 ןמיס ןוירוטנס 
il_centurion_mk_5_shot_0; Royal Ordnance Factory Leeds | 5 ןמיס ןוירוטנס קנט
il_centurion_mk_5_shot_1;5 ןמיס ןוירוטנס 
il_centurion_mk_5_shot_2;MBT
il_m109_shop; M109
il_m109_0; Cadillac Motor Car Division | M109 עיינתמ חתות
il_m109_1; M109
il_m109_2;MBT
il_m109a1_shop;א בכור
il_m109a1_0;7000 הקזחאו םוקיש זכרמ / Cadillac Motor Car Division | M109 A1 עיינתמ חתות | א בכור עיינתמ חתות
il_m109a1_1;א בכור
il_m109a1_2;MBT
il_sholef_shop;V1 ףלוש
il_sholef_0;תוכרעמ םתלוס | V1 ףלוש עיינתמ חתות
il_sholef_1;V1 ףלוש
il_sholef_2;SPH

//GROUND VEHICLES - VEHICLE/FAMILY START: RANK 5
il_tiran_4_shop;4 ןריט
il_tiran_4_0;Ural'skij vagonostroityel'nyj zavod imyeni I. V. Stalina / שומיחה | 4 ןריט קנט
il_tiran_4_1;4 ןריט
il_tiran_4_2;MBT
il_tiran_4_sh_shop;ש 4 ןריט
il_tiran_4_sh_0;Ural'skij vagonostroityel'nyj zavod imyeni I. V. Stalina / שומיחה | רירש 4 ןריט קנט
il_tiran_4_sh_1;ש 4 ןריט
il_tiran_4_sh_2;MBT
il_centurion_shot_kal_alef_shop;א לק טוש
il_centurion_shot_kal_alef_0;Royal Ordnance Factory Leeds / שומיחה ליח | א לק טוש קנט
il_centurion_shot_kal_alef_1;א לק טוש
il_centurion_shot_kal_alef_2;MBT
il_centurion_shot_kal_gimel_shop;ג לק טוש
il_centurion_shot_kal_gimel_0;Royal Ordnance Factory Leeds / שומיחה ליח | ג לק טוש קנט
il_centurion_shot_kal_gimel_1;ג לק טוש
il_centurion_shot_kal_gimel_2;MBT
il_centurion_shot_kal_d_shop;ד לק טוש
il_centurion_shot_kal_d_0;Royal Ordnance Factory Leeds / שומיחה ליח | ד לק טוש קנט
il_centurion_shot_kal_d_1;ד לק טוש
il_centurion_shot_kal_d_2;MBT
uk_centurion_shot_kal_d_shop;▄ ד לק טוש
uk_centurion_shot_kal_d_0;▄ Royal Ordnance Factory Leeds / שומיחה ליח | ד לק טוש קנט
uk_centurion_shot_kal_d_1;▄ ד לק טוש
uk_centurion_shot_kal_d_2;MBT
il_tiran_6_shop;ןריט 6
il_tiran_6_0;Ural'skim vagonostroityel'nym zavodom imyeni F. È. Dzyeržinskogo שומיחה | 6 ןריט קנט
il_tiran_6_1;ןריט 6
il_tiran_6_2;MBT
il_m113_hvms_shop;(HVMS 60) סלדרב
il_m113_hvms_0;תיאבצה היישעתה | M113 A2 ש׳מגנ | (60 mm Hyper-Velocity Medium Support Weapon System) סלדרב ש׳מגנ
il_m113_hvms_1;(HVMS 60) סלדרב
il_m113_hvms_2;Light Tank
it_m47_105_shop; M47 RKM
it_m47_105_0; Detroit Arsenal / הדלפ תוקיציו תכתמ תוישעת ןדרוא + תיאבצה היישעתה | M47 RKM
it_m47_105_1; M47 RKM
it_m47_105_2;Medium Tank

//GROUND VEHICLES - VEHICLE/FAMILY START: RANK 6
il_merkava_mk_1_shop;1 ןמיס הבכרמ
il_merkava_mk_1_0;7000 הקזחאו םוקיש זכרמ | 1 ןמיס הבכרמ קנט
il_merkava_mk_1_1;1 ןמיס הבכרמ
il_merkava_mk_1_2;MBT
il_merkava_mk_1b_shop;רפושמ 1 ןמיס הבכרמ
il_merkava_mk_1b_0;7000 הקזחאו םוקיש זכרמ | רפושמ 1 ןמיס הבכרמ קנט
il_merkava_mk_1b_1;1 ןמיס הבכרמ
il_merkava_mk_1b_2;MBT
il_merkava_mk_2b_early_shop;(early) ב 2 ןמיס הבכרמ
il_merkava_mk_2b_early_0;7000 הקזחאו םוקיש זכרמ | (early) ב 2 ןמיס הבכרמ קנט
il_merkava_mk_2b_early_1;ב 2 ןמיס הבכרמ
il_merkava_mk_2b_early_2;MBT
il_merkava_mk_2d_shop;ש״טבל ב 2 ןמיס הבכרמ
il_merkava_mk_2d_0;7000 הקזחאו םוקיש זכרמ | ש״טבל ב 2 ןמיס הבכרמ קנט
il_merkava_mk_2d_1;2 ןמיס הבכרמ
il_merkava_mk_2d_2;MBT
us_merkava_mk_1_shop;1 ןמיס הבכרמ ▃
us_merkava_mk_1_0;▃ 7000 הקזחאו םוקיש זכרמ | 1 ןמיס הבכרמ קנט
us_merkava_mk_1_1;1 ןמיס הבכרמ ▃
us_merkava_mk_1_2;MBT
us_merkava_mk_2b_late_shop;(late) ב 2 ןמיס הבכרמ ▃
us_merkava_mk_2b_late_0;▃ 7000 הקזחאו םוקיש זכרמ | (late) ב 2 ןמיס הבכרמ קנט
us_merkava_mk_2b_late_1;ב 2 ןמיס הבכרמ ▃
us_merkava_mk_2b_late_2;MBT
il_merkava_mk_3b_shop;ח״מר 3 ןמיס הבכרמ
il_merkava_mk_3b_0;7000 הקזחאו םוקיש זכרמ | ח״מר 3 ןמיס הבכרמ קנט
il_merkava_mk_3b_1;3 ןמיס הבכרמ
il_merkava_mk_3b_2;MBT
il_merkava_mk_3c_shop;ז״ב ב 3 ןמיס הבכרמ
il_merkava_mk_3c_0;7000 הקזחאו םוקיש זכרמ | ז״ב ב 3 ןמיס הבכרמ קנט
il_merkava_mk_3c_1;ב 3 ןמיס הבכרמ
il_merkava_mk_3c_2;MBT
il_merkava_mk_3_raam_segol_shop;(לוגס םער) ד 3 ןמיס הבכרמ
il_merkava_mk_3_raam_segol_0;7000 הקזחאו םוקיש זכרמ | (לוגס םער) ז״ב ד 3 ןמיס הבכרמ קנט
il_merkava_mk_3_raam_segol_1;ד 3 ןמיס הבכרמ
il_merkava_mk_3_raam_segol_2;MBT
us_merkava_mk_3d_shop;ד 3 ןמיס הבכרמ ▃
us_merkava_mk_3d_0;▃ 7000 הקזחאו םוקיש זכרמ | ז״ב ד 3 ןמיס הבכרמ קנט
us_merkava_mk_3d_1;ד 3 ןמיס הבכרמ ▃
us_merkava_mk_3d_2;MBT
il_merkava_mk_4b_shop;ב 4 ןמיס הבכרמ
il_merkava_mk_4b_0;7000 הקזחאו םוקיש זכרמ | ב 4 ןמיס הבכרמ קנט
il_merkava_mk_4b_1;ב 4 ןמיס הבכרמ
il_merkava_mk_4b_2;MBT
il_merkava_mk_4_lic_shop;"""LIC"" ב 4 ןמיס הבכרמ"
il_merkava_mk_4_lic_0;"7000 הקזחאו םוקיש זכרמ | ""Low Intensity Conflict"" ב 4 ןמיס הבכרמ קנט"
il_merkava_mk_4_lic_1;ב 4 ןמיס הבכרמ
il_merkava_mk_4_lic_2;MBT
il_merkava_mk_4m_shop;מ 4 ןמיס הבכרמ
il_merkava_mk_4m_0;7000 הקזחאו םוקיש זכרמ | חור ליעמ 4 ןמיס הבכרמ קנט
il_merkava_mk_4m_1;מ 4 ןמיס הבכרמ
il_merkava_mk_4m_2;MBT

//GROUND VEHICLES - VEHICLE/FAMILY START: RANK 7
il_sabra_mk1_shop;1 ןמיס הרבס
il_sabra_mk1_0;תיאבצה היישעתה | 1 ןמיס הרבס קנט
il_sabra_mk1_1;1 ןמיס הרבס
il_sabra_mk1_2;MBT
il_mim_72_chaparral_shop;ןוקרד
il_mim_72_chaparral_0;Ford Aerospace & Communications Corporation | ןוקרד
il_mim_72_chaparral_1;ןוקרד
il_mim_72_chaparral_2;SPAA
il_namer_rcws_30_shop;(RCWS-30) ר״מנ
il_namer_rcws_30_0;תומדקתמ המיחל תוכרעמ לאפר / 7000 הקזחאו םוקיש זכרמ | (Samson Remote Controlled Weapon Station 30mm) הבכרמ ש״מגנ
il_namer_rcws_30_1;(RCWS-30) ר״מנ
il_namer_rcws_30_2;IFV
il_namer_tsrikhon_shop;חירצ ר״מנ
il_namer_tsrikhon_0;7000 הקזחאו םוקיש זכרמ | חירצ םע הבכרמ ש״מגנ
il_namer_tsrikhon_1;חירצ ר״מנ
il_namer_tsrikhon_2;IFV

//GROUND VEHICLES - VEHICLE/FAMILY START: RANK 8
il_spyder_aio_shop;SPYDER MFU AiO SR
il_spyder_aio_0;תומדקתמ המיחל תוכרעמ לאפר | SPYDER Missile Firing Unit All-in-One Short Range
il_spyder_aio_1;SPYDER MFU AiO SR
il_spyder_aio_2;SPAAM

//COASTAL FLEET - VEHICLE/FAMILY START: RANK 1

//COASTAL FLEET - VEHICLE/FAMILY START: RANK 2

//COASTAL FLEET - VEHICLE/FAMILY START: RANK 3

//COASTAL FLEET - VEHICLE/FAMILY START: RANK 4

//COASTAL FLEET - VEHICLE/FAMILY START: RANK 5

//BLUEWATER FLEET - VEHICLE/FAMILY START: RANK 1

//BLUEWATER FLEET - VEHICLE/FAMILY START: RANK 2

//BLUEWATER FLEET - VEHICLE/FAMILY START: RANK 3

//BLUEWATER FLEET - VEHICLE/FAMILY START: RANK 4

//BLUEWATER FLEET - VEHICLE/FAMILY START: RANK 5

//BLUEWATER FLEET - VEHICLE/FAMILY START: RANK 6
